vat,ragione,pec
00226250165,S.A.L.F. S.P.A. LABORATORIO FARMACOLOGICO,salfspa@legalmail.it
00825690571,S.A.R.T.E. - SOCIETA' APPLICAZIONI RIPARAZIONI TELEFONICHE ELETTRICHE S.P.A.,sarte@pec.it
01246051211,S.E.A SOCIETA'ESERCIZI ALBERGHIERI S.P.A.,sea-spa@legalmail.it
06150161005,S.E.C.A.M. SOCIETA ELETTRICITA  CONDIZIONAMENTO TRATTAMENTO ACQUE MANUTENZIONI,secamspa@pec.it
00072240831,S.E.S - SOCIETA' EDITRICE SUD S.P.A.,s.e.s.spa@legalmail.it
01873990160,S.E.S.A.A.B. S.P.A.,sesaab@pec.sesaab.it
01245130792,S.I.A.R.C. SPA,f31.2022catanzaro@pecfallimenti.it
01501031007,S.I.E.TEL.,sietelspa@pec.it
02061760241,S.I.G. SPA,sig@cert.assind.vi.it
00163160195,S.I.L.C.  S.P.A.,silcdirezione@legalmail.it
05286130488,S.I.M.A. - SOCIETA' ITALIANA DI MANUTENZIONI AERONAUTICHE S.P.A. O IN FORMA ABBR,sima-fi@legalmail.it
00887960151,S.I.M.A.I,simai@pec.simaispa.eu
00243260387,S.I.PRO. AGENZIA PROVINCIALE PER LO SVILUPPO S.P.A.,siproferrara@mailsicura.info
03754350480,S.I.R.E. - SOCIETÃ_x0080_ ITALIANA RESTAURI EDILI S.P.A.,sirecostruzionispa@pec.it
03903071219,S.I.RA.L. S.P.A.,siral-spa@legalmail.it
03782160240,S.I.T. SORDINA IORT TECHNOLOGIES SPA,sitspa@legalmail.it
00702910159,S.I.T.T.I. SPECIALI IMPIANTI TELESCRIVENTI TELEFONICI INTERNI,sitti@legalmail.it
06290050159,S.I.V.A.M. SOCIETA' ITALIANA VETERINARIA AGRICOLA SPA,sivam@pec.sivamspa.it
01481510707,S.M.M. SPA,smmsrl@gigapec.it
00050970706,S.P.A. ADRIATICA STRADE A-STRA,adriaticastrade@pec.it
00174500181,S.T.A.V. SERVIZI TRASPORTI AUTOMOBILISTICI,concessionaria@pec.stav.it
00122020142,S.T.P.S. SOCIETA' TRASPORTI PUBBLICI SONDRIO S.P.A.,stpsspa@pec.stps.it
015379561002,S3K SPA,
00867860017,SA SERVIZI ASSOCIATI,sa_amministrazione@legalmail.it
01137541007,SA.MO.CAR. SPA - SPORT AUTO ROMA - MOTOR-CAR - CENTER,samocar@legalmail.it
02095981003,SABA ITALIA S.P.A.,sabaitalia@pec.sabait.it
01703680221,SACAIM S.P.A.,sacaim@legalmail.it
00314900606,SACAR - S.P.A.,amministrazione@pec.sacarspa.it
00689730133,SACCHI GIUSEPPE,amministrazione.sacchi@pec.it
00072110836,SACCNE PETROLI SPA,saccnepetroli@pec.it
00242160273,SACCON GOMME S.P.A.,info@pec.saccongomme.it
08040071006,SACE BT SPA,sacebt@cert.sacebt.it
00123620403,SACIM SPA,legalmail@pec.sacim.com
02328540683,SAE SARDEGNA SPA,saesardegna@pec.it
01497120764,SAEP SPA,saep@pec.saepspa.it
01051581005,SAET SPA,saet@pec.saetspa.it
02243630684,SAFAR DISTRIBUZIONE MEDICINALI ABRUZZO S.P.A.,safardistribuzionemedicinaliabruzzo@pec.it
01588890184,SAFE ANTINCENDI S.P.A.,safeantincendi@legalmail.it
09301420155,SAFETY KLEEN ITALIA,skitalia@pec.safetykleen.it
04809241211,SAFETY MANAGEMENT SERVICE S.P.A.,smscompany@pec.smscompany.it
00770020964,SAFETY S.P.A.,safetyspa@lamiapec.it
013365760159,SAFETY21,
00860920156,SAGEMCOM ITALIA S.P.A.,sagemcomitalia@legalmail.it
03650400652,SAGGESE SPA,saggesespa@legalmail.it
011071250150,SAGICOFIM,
04577910633,SAGIFI SPA,sagifispa@pec.sagifi.it
07676810968,SAGRES S.P.A.,sagres@legalmail.it
00284940368,SAI ELECTRIC,saielectric.legale@pec.it
00465740751,SAICAR INDUSTRIALI S.P.A,saicarspa@pec.it
00511040123,SAIE S.P.A.,saie@certimprese.it
01528040502,SAILPOST S.P.A,sailpost@pec.tdnet.it
01979730510,SAIMA SICUREZZA SPA,saimasicurezza@pec.it
00626830863,SAIS AUTOLINEE SPA,saisautolinee@pec.it
04417970821,SAIS TRASPORTI S.P.A.,saistrasporti@pec.it
00297910630,SAIT,saitspa@pec.it
012612601000,SALCEF SPA,
01005681000,SALES SPA,salesspa@pec.it
01798250799,SALVAGUARDIA AMBIENTALE,amministrazione@pec.salvaguardiaambientalespa.it
03063590727,SAMAUTO SPA,samauto@pec.it
00778780163,SAME DEUTZ-FAHR ITALIA S.P.A.,mail@sdfipec.telecompost.it
03957900487,SAMMONTANA SPA,sammontana@legalmail.it
05073490962,SAMP,info@pec.samp-spa.com
02712200407,SAMPIERANA S.P.A.,amministrazione@pec.sampierana.it
06379970152,SAMSIC HR ITALIA SPA,ig-samsic-hr@pec.ig-samsic.eu
05651570011,SAMSIC ITALIA S.P.A.,samsicitalia@legalmail.it
011325690151,SAMSUNG ELECTRONICS ITALIA SPA,
02834120657,SAN GIORGIO S.P.A.,sangiorgiospa@pec.it
04142440728,SAN MARCO SPA,info@pec.sanmarcospa.it
0000SM03560,SAN MARINO TOURSERVICE SPA,
01842700039,SANCO - SISTEMI ANTINCENDIO COSTRUZIONI S.P.A.,amministrazione@pec.sanco-spa.it
02689300123,SANDOZ SPA,sandoz@legalmail.it
02483860793,SANDRO GRECO S.P.A.,sandrogrecospa@pec.it
00811590165,SANGALLI SPA,sangalli@pec.sangallispa.it
02091210175,SANIPUR SPA,sanipur.pec@pec.it
07423171003,SANITA' IN-FORMAZIONE S.P.A,sanitainformazione@legalmail.it
02883250017,SANITEX,sanitex@pecsecurity.eu
07415430011,SANOMA ITALIA SPA,posta.certificata@pec.sanoma.com
02372750642,SANTEC S.P.A.,santec@pec.it
013262400156,SANTER REPLY S.P.A.,
00860580158,SANTEX,amministrazione@cert.santex.it
09417760155,SAP ITALIA SPA,direzione_amministrativa.sapitalia@legalmail.it
00926020066,SAPI MED,sapimed@pec.it
00155900368,SAPI S.P.A.,sapi@cert.sapispa.it
02321320208,SAPIENS SPA,sapienslavoro@legalmail.it
01398710150,SAPIN SOCIETA' APPLICAZIONI INDUSTRIALI SPA,postacertificata@pec.sapin.it
01090340520,SAPORI DI TOSCANA SPA,saporiditoscana@pec.it
01169251004,SARAPPALTI SOCIETA' PER AZIONI,info@pec.sarappalti.com
00227660362,SARBA  S.P.A.,sarba@legalmail.it
00489920348,SARCE SPA,sarce.amministrazione@pec.it
01547480903,SARDARES S.P.A.,sardares@pec.it
00728290362,SASCAR,postmaster@pec.fordsascar.it
02343080541,SATIRI AUTO S.P.A.,satiriautospa@pec.it
09452950158,SAUTER ITALIA S.P.A,sauteritalia@pec.it
03670260268,SAV.NO. SPA,savno@pec.it
06575390635,SAVARESE COSTRUZIONI S.P.A.,savaresecostruzionispa@pec.it
05141260652,SAVINO SOLUTION S.P.A.,digitalhub@pec.leviahub.com
00152270344,SAVOMA MEDICINALI,savoma@pec.it
06999531004,SBG & PARTNERS BIGGIGUERRINI INGEGNERIA S.P.A.,info@pec.sbgep.com
01888310032,SBS - S.P.A.,amministrazionesbsspa@pec.it
00009720439,SC LOVERS ROMANIA SA,
00638670984,SCAB GIARDINO SPA,scabgiardinospa@legalmail.it
03146130160,SCAGLIA INDEVA SPA,scaglia.indeva@pec.it
05348521005,SCAI SOLUTION GROUP S.P.A.,gruppods@legalmail.it
01283260543,SCAI SPA,scaipec@pec.scaispa.com
02237910985,SCAI TECNO S.P.A. A SOCIO UNICO,scaitecno@legalmail.it
00722650348,SCANDICAR S.P.A.,scandicarveicoliindustriali@sedocpec.it
04493100269,SCANDIUZZI STEEL CONSTRUCTIONS SPA,scandiuzzisteel@legalmail.it
01184460226,SCANIA COMMERCIALE SPA,sir@pec.scaniaitaliaretail.it
00350610283,SCARABEL SPA,scarabel@pec.scarabel.it
00668990351,SCAT PUNTI VENDITA,scatpv@legalmail.it
07986711211,SCG IMPIANTI & COSTRUZIONI SPA,scgimpianti@pec.it
011931080961,SCHEMA ITALIA S.P.A.,
05334830485,SCHEMA31 SPA,schema31@pec.it
00916900152,SCHENKER ITALIANA SPA,schenkeritaliana@legalmail.it
01712831005,SCHIAFFINI TRAVEL S.P.A.,info@pec.schiaffini.com
03605580657,SCHIAVO & C. S.P.A.,schiavo@pec.schiavospa.com
00842990152,SCHINDLER SPA,schindler.spa@pec.it
02424870166,SCHNEIDER ELECTRIC,schneider.electric@schneider-electric.legalmail.it
00495940017,SCHREDER SPA,schreder.pec@legalmail.it
00097480446,SCIARRA SPA,sciarraspa@pec.buffetti.it
02162340802,SCIARRONE SPA,sciarronespa@pec.it
02130080662,SCIENTIFICA SOCIETA' PER AZIONI,scientifica@legalmail.it
00958350522,SCLAVO DIAGNOSTICS INTERNATIONAL SPA,sclavo@pec.it
00126480409,SCM GROUP S.P.A.,scmgroup@legalmail.it
03429380045,SCOTTA S.P.A.,scottaspa@pec.it
03100780489,SCOTTI VEICOLI INDUSTRIALI SPA,scottivi@pec.scottivispa.it
00277120176,SCOTUZZI AGRISERVIZI SPA,scotuzziagriservizi@legalmail.it
01863350359,SCS AZIONINNOVA SPA,scsconsulting@legalmail.it
00915390082,SDA D.D.S.,ddsspa@legalmail.it
05714511002,SDA EXPRESS COURIER SPA,sda@pec.sda.it
00963321005,SDC-SYSTEM DATA CENTER,systemdatacenter@pec.it
013060250159,SDG CONSULTING ITALIA S.P.A. A SOCIO UNICO,
02143720460,SEA AMBIENTE SPA,seambiente@postecert.it
00187120993,SEACSUB SPA,seacsub@legalmail.it
00843310400,SEAR COSTRUZIONI STRADALI S.P.A.,searcesena@legalmail.it
02143560130,SEATEK S.P.A.,seatek@pec-login.it
00944781004,SEATOUR,seatour@legalmail.it
03912150483,SEBACH S.P.A. UNIPERSONALE,info@cert.sebach.it
03678750161,SEBINO SPA,mail@pec.sebino.eu
09628510159,SEC NEWGATE SPA,secrp@legalmail.it
04910190018,SECAP S.P.A.,secap@pecsoci.ui.torino.it
011537111004,SECURITE,
08350451210,SECURLAV S.P.A.,securlavspa@pec.it
02292430242,SECURMED SPA,securmed@legalmail.it
03769340757,SECURPOL PUGLIA,securpolpuglia@pec.it
01681100150,SEDA SPA,posta_certificata@pec.seda-spa.it
04592321006,SEDIIN - S.P.A.,affarigenerali@pec.sediin.it
04919090151,SEFIN S.P.A.,sam.sefin@legalmail.it
00526881206,SEGAFREDO-ZANETTI S.P.A. (CON USO ALTERNATIVO DELLA DENOMINAZIONE ABBREVIATA SEGAFREDO S.P.A.),amministrazione@pec.segafredo.it
00941980229,SEGATA S.P.A.,segataspa@pec.segata.com
04249960750,SEI CONSULTING,amministrazione.solidoroholding@pec.it
04937381004,SEIEFFE PREFABBRICATI S.P.A.,seieffeprefabbricatispa@legalmail.it
00775330244,SEITRON S.P.A.,seitron@legalmail.it
06559530636,SELCOM SPA,selcom@pec.selcomspa.com
02628600351,SELECTA DIGITAL S.P.A.,selectadigital@pec.selecta.it
01961900246,SELECTA INDUSTRIAL OPERATIONS SPA,selecta@pec.selecta.it
01870980362,SELECTA ITALIA S.P.A.,pecselectaitalia@pecselectaitalia.it
06294880965,SELESTA INGEGNERIA SPA A SOCIO UNICO,pec@pec.seling.it
010111831003,SELEX ES S.P.A.,
02265280343,SELIP SPA,selip.direzione@pcert.postecert.it
01446610022,SELLA BROKER,segreteria@pec.sellabroker.it
02601230242,SELLERIA EQUIPE SPA,selleria@legalmail.it
08359330159,SELTA S.P.A.,amministrazione.selta@pec.it
00857000152,SEMAFORI CONTROLLI AUTOMAZIONE ELETTRONICA S.P.A. - IN SIGLA - S.C.A.E. S.P.A.,scae-segrate@pec.scae.net
02322210234,SENO & SENO S.P.A.,senoeseno@legalmail.it
05050711000,SENSIBLE DATA SPA,sensible@registerpec.it
07118040158,SENTINEL CH.,sentinel@pec.sentinel.it
012657501008,SENTRA ENERGIA S.P.A.,
00713770113,SEPOR S.P.A.,sepor@legalmail.it
01424360160,SER CAR RISTORAZIONE COLLETTIVA SPA,ristorazione@pec.sercar.it
01524751003,SERCO ITALIA SPA,sercospa@serco-pec.it
01617950249,SERENISSIMA RISTORAZIONE S.P.A.,serenissimaristorazione@pec.it
01635360694,SERENITY S.P.A.,serenity@legalmail.it
01020740047,SERENO SPA,serenospa1@legalmail.it
01016420885,SERGIO TUMINO SPA,st@legalmail.it
00643170145,SERRAMENTI PALOTTI S.P.A.,info@pec.palotti.it
01710910132,SERRATORE SPA,serratore@pec.serratoreauto.it
04766620282,SERVICE KEY,servicekeyspa@legalmail.it
05092220960,SERVICE TRADE S.P.A.,servicetrade@pec.it
013406631005,SERVIMED INDUSTRIAL,
01838990891,SERVIZI INTEGRATI ACQUE DEL MEDITERRANEO - SIAM S.P.A..,direzione.siamspa@legalmail.it
05241640480,SERVIZI INTEGRATI AREA FIORENTINA,siafspa@pec.it
02144660343,SERVIZI ITALIA S.P.A.,si-servizitalia@postacert.cedacri.it
03170580751,SERVIZI LOCALI SPA,presidente@pec.servizilocalispa.it
00615530672,SERVIZI OSPEDALIERI SPA,serviziospedalieri@legalmail.it
00941880015,SESTRIERES S.P.A.,sestrieres.segreteria@pec.unonet.it
05022460264,SETTEN GENESIO SPA,settengenesio@legalmail.it
010107290966,SEVENDATA,
01674180763,SG S.P.A.,sg.group@legalmail.it
011370520154,SGS ITALIA,
01849300999,SGUVA RENTING S.P.A.,sguvarenting@pec.it
09275090158,SHARP ELECTRONICS ITALIA S.P.A.,posta.certificata@pec.sharp.it
01250880398,SI COMPUTER S.P.A.,sicomputerspa@pec.it
05452940728,SI ECO S.P.A.,sieco@legalmail.it
01210380208,SI.SE  S.P.A. SB,infosise@pec.it
03620000160,SI2001 SPA,si2001.srl@legalmail.it
010596540152,SIA,
00725050157,SIAD HEALTHCARE S.P.A.,
00779180157,SIAE MICROELETTRONICA,siae.microelettronica@legalmail.it
01116841006,SIAED,siaedspa@legalmail.it
03520550264,SIAP+MICROS S.P.A.,siapmicros@pec.it
03851731202,SIARE ENGINEERING INTERNATIONAL GROUP S.P.A.,siaresrl@cert.database.it
010939401005,SIAT INSTALLAZIONI S.P.A.,
02334550288,SIAV SPA,siav@pec.siav.it
00197130073,SICAV 2000 SPA,grupposicav2000@legalmail.it
014045481000,SICILY HUB,
011934730158,SICK S.P.A.,
00807970157,SICO SOCIETA ITALIANA CARBURO OSSIGENO,sicospa@pec.sicospa.it
00296010044,SICOM,sicom@pec.sicom-containers.com
010258760155,SICOR S.P.A.,
00805460870,SICULA TRASPORTI S.P.A.,siculatrasporti@postecert.it
02394290247,SICURA SPA,sicura.srl@legalmail.it
03757540822,SICURCENTER SPA A SOCIO UNICO,amministrazione@pec.sicurcenter.net
09164201007,SICUREZZA E AMBIENTE S.P.A.,sa@pec.sicurezzaeambientespa.com
03475570150,SICURIT ALARMITALIA,sicuritalarmitaliaspa@legalmail.it
07897711003,SICURITALIA IVRI S.P.A.,sicuritalia@legalmail.it
07080410967,SICURITALIA SERVIZI DI SICUREZZA S.P.A,sicuritalia.sds@legalmail.it
00119850824,SICURTRANSPORT S.P.A.,amministrazione@pec.sicurtransport.com
04022810370,SIDEL SPA,sidel@pec.it
03486670650,SIDELMED S.P.A.,sidelmed@pec.it
00833160963,SIDEM,sidemspa@legalmail.it
01633930613,SIDER DI PIETRO,sider@pec.siderdipietro.it
03275910960,SIDER NET SPA,sidernet@legalmail.it
02953450174,"SIDERIDRAULIC SYSTEM - SOCIETA' PER AZIONI, IN FORMA ABBREVIATA S IDERIDRAULIC SYSTEM - S.P.A.",sideridraulicsystem@legalmail.it
01166170629,SIDERSAN SPA,sidersan@pec.it
03562320170,SIDERWEB S.P.A. SOCIETA' BENEFIT,siderweb@legalmail.it
07163510154,SIEL S.P.A.,sielspa@pec.sielups.com
03600700870,SIELTE SPA,direzione.sielte@legalmail.it
00751160151,SIEMENS,siemens_spa@pec.siemens.it
00817240336,SIET SPA,sietspa@registerpec.it
02269640229,SIFA'  SOCIETA' ITALIANA FLOTTE AZIENDALI SPA CON SOCIO UNICO,sifa-spa@legalmail.it
00122890874,SIFI,sifispa@pec.sifigroup.com
00145890240,SIGGI GROUP SPA,siggi@cert.assind.vi.it
01590580443,SIGMA SPA,amministrazionesigma@pec.it
04149320154,SIGNIFY ITALY SPA,signify@legalmail.it
02952290340,SIGRADE,
06625660482,SILFI SPA,silfispa@pec.it
04234970152,SILVANA EDITORIALE,silvanaeditoriale@pec.silvanaeditoriale.it
010276830014,SILVER AGE S.P.A.,
00679230912,SILVIO BOI AUTO SPA,silvioboiauto@lamiapec.it
01495220475,SIMA ENERGIA SPA,simaenergia@pec.it
00083350660,SIMAD S.P.A.,simadspa@pec.it
01372130425,SIMAM SPA,simam@cert.simam-spa.it
00144750783,SIMET SPA,simetspa@pec.it
02619790724,SIMET SPA,simet@mypec.eu
00900211004,SIMETEL,simetel@pec.simetel.it
00103730230,SIMEVIGNUDA SPA,simevignuda@pec.gruppocomet.it
00285480638,SIMM SOCIETA INDUSTRIE MARITTIME DEL MEZZOGIORNO SPA,simmspa@pec.it
05235941001,SIMMEL DIFESA SPA,knds.ammo.italy@pec.knds.it
06939011216,SIMONE SPA,edizionisimone@pec.it
00218470938,SINA S.P.A. - SOCIETA' INDUSTRIALE AUTOVEICOLI,sinaauto@legalmail.it
00275880102,SINCO MEC KOLOR,pec@pec.sincomec.it
04375120245,SIND S.P.A.,newsindspa@legalmail.it
02105380980,SINED S.P.A.,sinedspa@pec.sinedspa.com
09152140969,SINERGICA SPA,sinergica.spa@pec.it
03877160279,SINERGO,sinergo@pec.sinergospa.com
02457000343,SINFO ONE SPA,sinfo-one@pec.it
03945580011,SINLOC- SISTEMA INIZIATIVE LOCALI,sinloc@legalmail.it
03533961003,SINTESI S.P.A,sintesispa@pec.sintesispa.it
00570320382,SINTEXCAL SPA - SOCIETA' UNISOGGETTIVA,postacertificata@pec.sintexcal.com
04154970968,SIO SPA,siospa@pec.siospa.it
00040740623,SIPA SPA,sipaspa@pec.it
03041450721,SIPA SPA SOCIETA' IMPRESE PUGLIESI ASFALTI,sipa@pec.sipasfalti.it
02328350018,SIPAL SPA,sipal@pec.sipal.it
02097540740,SIR S.P.A.,pec@pec.sirspa.eu
03359340548,SIR SAFETY SYSTEM SPA UNIPERSONALE,amm.ne@pec.sirsafety.com
08786190150,SIRAM S.P.A.,siram@registerpec.it
06203991002,SIRAM VEOLIA INDUSTRY & BUILDING S.P.A.,siramveoliaib@legalmail.it
03338760105,SIRCE,00809020159.genova@pec.ance.it
00302190376,SIRE S.P.A.,sirepd@legalmail.it
01047730013,SIRENA SPA,sirena.spa@cert.sirena.it
00330260787,SIRFIN S.P.A.,sirfin@legalmail.it
01334800396,SIRIO SPA,siriobar@legalmail.it
01240900397,SIRIUS SPA,siriusspa@legalmail.it
02796200547,SIRMA HOTELS SPA,golfhotelquattrotorri@pec.it
04596040966,SIRTI,sirtispa@sirti.legalmail.it
012492300962,SIRTI DIGITAL SOLUTIONS S.P.A.,
012492310961,SIRTI TELCO INFRASTRUCTURES S.P.A,
02253560540,SISAS S.P.A.,sisas@pec.sisas.biz
01778000040,SISCOM,siscom@legalmail.it
01272440247,SISMA SPA,sisma.certificata@pec.collabra.it
03711390827,SISPI - SISTEMA PALERMO INNOVAZIONE S.P.A.,sispispa@cert.sispi.it
01924950304,SISTEMA SOSTA E MOBILITA',ssm@legalmail.it
00704800556,SISTEMATICA,sistematica.spa@legalmail.it
04869021008,SISTEMI & AUTOMAZIONE,sistemiautomazione@pec.tetras.it
07393280016,SISTEMI HARDWARE E SOFTWARE,sistemihs@cert.unonet.it
08245660017,SISTEMI SPA,amministrazione@sistemi.legalmail.it
07096841007,SISTEMI TIPOGRAFICI CARLO COLOMBO,sistemi.stcc@pec.it
07710101002,SISTEMIA SPA,iqeraitalia@registerpec.it
05833770729,SITAEL S.P.A.,sitaelspa@legalmail.it
01804930855,SITAL IMPIANTI SPA,sital.impianti@pec.it
03983200373,SITE,site@sitespa.legalmail.it
04256460280,SITE BY SITE SPA,say@messaggipec.it
01041460112,SITEP ITALIA SPA,sitepitalia@legalmail.it
00228530168,SITIP,sitipspa@postecert.it
04022550158,SITRADE ITALIA,pec@pec.sitradeitalia.com
04347640239,SIV S.P.A.,sivservizi@pec.it
09884901001,SIXTEMA S.P.A.,amministrazione.sixtema@cert.cna.it
00394360424,SKALO SPA,skalo@sicurezzapostale.it
011282450151,SKIRA EDITORE S.P.A.,
07445910636,SKY SERVICES SPA,skyservices@pec.it
07361280964,SKYBIRD S.P.A.,cesanamediasrl@legalmail.it
011806840960,SLAM.COM,
01007390501,SLESA S.P.A.,info@pec.slesa.it
01439670769,SMART P@PER S.P.A.,smartpaperspa@legalmail.it
05924490484,SMARTECH S.P.A.,smartech@arubapec.it
02323180279,SME,smespa@legalmail.it
01555030350,SMEG S.P.A.,amministrazione@pec.smeg.com
02209560735,SMIA SPA,smia@legalmail.it
012799320150,SNA EUROPE [ITALIA] SPA,
00112300892,SNAD SOCIETA NAVIGAZIONE ANTINCENDIO DISINQUINAMENTO SPA,snadspa@pec.it
01586291005,SNEM SPA,snem@pec.snem.it
011985010153,SO.FARMA.MORRA SPA,
03486970829,SO.FI.P. S.P.A.,sofip@pec.it
01807790686,SO.G.E.T. S.P.A.,amministrazione.sogetspa@pec.it
01040220509,SO.GE.I.CO.   S.P.A.,sogeicospa@legalmail.it
06743180637,SO.GE.S SOCIETA GESTIONE SERVIZI,sogestributi@pec.it
01305330548,SO.GE.SI. S.P.A.,sogesi@pec.it
00417150612,SO.T.ECO.,soteco@pec.sotecospa.com
01934750181,SO.VITE S.P.A.,sovite@pec.sovitespa.com
00675540488,SOC. ITALIANA LAMPADE VOTIVE ELETTRICHE - S.I.L.V.E. S.P.A.,rossiholding@pec.it
01331640167,SOCAF,socaf@pec.wmail.it
01979720172,SOCAR SPA,socar@pec.it
00057760118,SOCIETA EDILIZIA TIRRENA SET SPA,set.spa@legalmail.it
01764970792,SOCIETA' AEROPORTUALE CALABRESE - S.P.A. (S.A.CAL. S.P.A.),sacalspa@legalmail.it
00103170700,SOCIETA' AUTOCOOPERATIVE TRASPORTI ITALIANI - SOCIETA' PER AZIONI,sati@gigapec.it
00320160237,SOCIETA' CATTOLICA DI ASSICURAZIONE,genertel@pec.genertel.it
00111740197,SOCIETA' EDITORIALE CREMONESE S.E.C. S.P.A.,sec.grupposec@pec.it
00311580377,SOCIETA' EDITRICE IL MULINO SPA,amministrazionemulino@legalmail.it
02599280282,SOCIETA' ESTENSE SERVIZI AMBIENTALI S.P.A.,sesaeste@pec.it
01274370152,SOCIETA' GENERALE IMPIANTI GAS GASIMPIANTI,postacertificata@pec.sgig.com
01430581213,SOCIETA' GESTIONE RISCOSSIONE TRIBUTI- SO.GE.R.T. S.P.A.,sogert.gare@pec.it
00162770341,SOCIETA' INDUSTRIA PIETRISCO S.I.P.,sip.spa@legalmail.it
00847450152,SOCIETA' INIZIATIVE NAZIONALI AUTOSTRADALI - S.I.N.A. S.P.A.,sina-spa@legalmail.it
00209070168,SOCIETA' ITALIANA ACETILENE E DERIVATI S.I.A.D. S.P.A.,siad@pec.it
01954640403,SOCIETA' ITALIANA GAS LIQUIDI SPA,vulcangas@legalmail.it
01961270160,SOCIETA' LEGNAMI PAGANONI SPA,info@pec.legnamipaganoni.it
01853270815,"SOCIETA' PER LA GESTIONE DELL'AEROPORTO DI PANTELLERIA S.P.A. O , IN SIGLA ,  G.A.P. S.P.A.",gestioneaeroportopantelleria@pec.it
00396610750,SOCIETA' TRASPORTI PUBBLICI DI TERRA D'OTRANTO *S.P.A.,stplecce@pec.it
00108140476,SOCIETA' VENDITA RIPARAZIONE AUTOMEZZI - S.V.R.A. S.P.A.,svra@legalmail.it
00128410354,SOCIETÃ_x0080_ CATTOLICA DI REGGIO EMILIA COSTRUZIONI EDILI E STRADALI SPA,giuseppebedocchi@legalmail.it
00880811005,SOCIETÃ_x0080_ ITALIANA BREVETTI,generalesib@pec.sib.it
03565421009,SOCIETÃ_x0080_ PER AZIONI COMMERCIO COMBUSTIBILI INDUSTRIA RISCALDAMENTO S.A.C.C.I.R.,saccirspa1@legalmail.it
04914290723,SOCIETÃ_x0080_ TRASPORTI PROVINCIALE,segreteria.trani@pec.stpspa.it
01295541211,SOCIM S.P.A.,socimspa@legalmail.it
00166810341,SOCOGAS,amministrazione@pec.grupposocogas.it
00541230264,SOCOMET SPA,socometspa@ascopec.it
07954911009,SODAI ITALIA SPA,sodaiitalia@legalmail.it
00805980158,SODEXO ITALIA SPA,sodexodirezamm@legalmail.it
01328110380,SOELIA S.P.A.,soelia@pec.soelia.it
01199760628,SOES,soes@pec.it
05481180486,SOF S.P.A. CON SOCIO UNICO,legalmail@pec.sof.it
03428610152,SOFAR SPA,sofarspa@actaliscertymail.it
014113051008,SOFT STRATEGY BIT S.P.A.,
08840121001,SOFT STRATEGY S.P.A.,soft-strategy@legalmail.it
01309040473,SOFTEC S.P.A.,amministrazione@pec.softecspa.it
03603780101,SOFTJAM,softjampec@pec.collabra.it
011419600157,SOFTLAB DIGI,
06075181005,SOFTLAB S.P.A.,softlab.spa@legalmail.it
01621651007,SOFTLAB TECH S.P.A. CON SOCIO UNICO,softlabtech@legalmail.it
09239100150,SOFTWARE AG ITALIA SPA,softwareagitalia@pec.it
00060700689,SOGEDAI SPA,sogedai@pec.sogedai.it
010254810152,SOGEDIM,
00771260965,SOL S.P.A.,sol@pec.sol.it
01847860309,SOLARI DI UDINE SPA,info@pec.solari.it
03505100242,SOLARIS & PULIEMME SPA,solarisepuliemme@legalmail.it
012609420968,SOLE 24 ORE FORMAZIONE S.P.A.,
00633400981,SOLE IMMOMEC SPA,immomec@pec-center.netregister.it
00262120892,SOLESI S.P.A.,solesispa@legalmail.it
04132150964,SOLID WORLD GROUP SPA,solidworld@pec.it
03320560836,SOLIDARITY AND ENERGY S.P.A. IMPRESA SOCIALE,solidarity_and_energy@legalmail.it
02185370695,SOLIS S.P.A.,solis-spa@legalmail.it
00042010298,SOLMEC SPA,postacert@pec-solmec.it
02000340220,SOLYDERA SPA,info@pec.solydera.com
00825330285,SONEPAR ITALIA SPA,soneparitalia@legalmail.it
03796110249,SONICK,fiammess@legalmail.it
01624020440,SOOFT ITALIA S.P.A A SOCIO UNICO,sooft@legalmail.it
010344790968,SOP S.P.A.,
010850910158,SOPRA STERIA GROUP S.P.A.,
012382361009,SORGEKO SPA,
03419770163,SORINT.LAB S.P.A.,sorint.lab@pec.it
02241250394,SORIT SOCIETA' SERVIZI E RISCOSSIONI ITALIA SPA,amministrazione.sorit@pec.it
00871000162,SORVEGLIANZA ITALIANA,sorveglianzaitaliana@legalmail.it
05906601215,SOSET S.P.A.,fruitviaggi@pec.it
06404191006,SOURCESENSE S.P.A.,sourcesense@pec.it
01366631008,SP SYSTEMA,amministrazione.spsystema@pec.it
00570070011,SPA MICHELIN ITALIANA CON SOCIO UNICO,legale@pec.michelin.it
00747030153,SPA SOCIETA' PRODOTTI ANTIBIOTICI SPA,spa-antibiotici@legalmail.it
02658200924,SPACE SPA,amministrazione@spacespa.postecert.it
00695840157,SPASCIANI SPA,a.spasciani@pec.spasciani.it
09462880965,SPAZIO MULTISERVICES S.P.A. SOCIETA' BENEFIT A SOCIO UNICO,spaziomultiservices@legalmail.it
01834300921,SPECIAL CAR GROUP SPA,specialcargroup@pec.it
03840521003,SPECIAL PRODUCT'S LINE S.P.A.,specialspa@legalmail.it
01980341000,SPERI SOCIETA' DI INGEGNERIA E DI ARCHITETTURA,speri@pec.it
03813040106,SPES MEDICA SPA,spesmedica@pec.it
07737141213,SPIEZIA TYRES SPA,spieziatyres@pec.it
